valid_mcc,epoch,train_loss
-0.08621054497285195,0.0,
0.864001728005184,0.1,0.06601271033287048
0.8205164430000008,0.2,0.3345983922481537
0.8785079244129128,0.3,0.4725273847579956
0.8871956482130251,0.4,0.7865321040153503
0.9030546364583085,0.5,0.02834957279264927
0.8990004495003372,0.6,0.14456938207149506
0.8980071840862092,0.7,0.046682506799697876
0.9011013796081296,0.8,0.02009391039609909
0.898064662983686,0.9,0.008770884945988655
0.9040886050251514,1.0,0.48272863030433655
